Prompt,Field,Type,Constraint
550.00,receivedqty,numeric,CHECK
0.00,rejectedqty,numeric,CHECK
2012-01-23 00:00:00,modifieddate,timestamp without time zone,None
1288,billofmaterialsid,integer,PRIMARY KEY
529,productassemblyid,integer,CHECK
477,componentid,integer,CHECK
2010-06-09 00:00:00,startdate,timestamp without time zone,CHECK
,enddate,timestamp without time zone,CHECK
EA ,unitmeasurecode,character,None
3,bomlevel,smallint,CHECK
1.00,perassemblyqty,numeric,CHECK
2010-05-26 00:00:00,modifieddate,timestamp without time zone,None
45,businessentityid,integer,PRIMARY KEY
278-555-0118,phonenumber,character varying,PRIMARY KEY
1,phonenumbertypeid,integer,PRIMARY KEY
2009-02-19 00:00:00,modifieddate,timestamp without time zone,None
20,purchaseorderid,integer,PRIMARY KEY
4,revisionnumber,smallint,None
4,status,smallint,CHECK
260,employeeid,integer,None
1504,vendorid,integer,None
1,shipmethodid,integer,None
2011-12-15 00:00:00,orderdate,timestamp without time zone,CHECK
2011-12-24 00:00:00,shipdate,timestamp without time zone,CHECK
551.88,subtotal,numeric,CHECK
44.1504,taxamt,numeric,CHECK
13.797,freight,numeric,CHECK
2011-12-24 00:00:00,modifieddate,timestamp without time zone,None
GN,countryregioncode,character varying,PRIMARY KEY
Guinea,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
58,purchaseorderid,integer,PRIMARY KEY
132,purchaseorderdetailid,integer,PRIMARY KEY
2012-02-07 00:00:00,duedate,timestamp without time zone,None
3,orderqty,smallint,CHECK
378,productid,integer,None
41.1705,unitprice,numeric,CHECK
3.00,receivedqty,numeric,CHECK
0.00,rejectedqty,numeric,CHECK
2012-01-31 00:00:00,modifieddate,timestamp without time zone,None
347,productid,integer,PRIMARY KEY
1,productphotoid,integer,PRIMARY KEY
True,primary,boolean,None
2008-03-31 00:00:00,modifieddate,timestamp without time zone,None
83,productphotoid,integer,PRIMARY KEY
<memory at 0x000001E01095D000>,thumbnailphoto,bytea,None
hotrodbike_red_small.gif,thumbnailphotofilename,character varying,None
<memory at 0x000001E01095D840>,largephoto,bytea,None
hotrodbike_red_large.gif,largephotofilename,character varying,None
2012-10-19 09:56:38.273000,modifieddate,timestamp without time zone,None
JMD,currencycode,character,PRIMARY KEY
Jamaican Dollar,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
358,productid,integer,PRIMARY KEY
1,productphotoid,integer,PRIMARY KEY
True,primary,boolean,None
2008-03-31 00:00:00,modifieddate,timestamp without time zone,None
17,purchaseorderid,integer,PRIMARY KEY
4,revisionnumber,smallint,None
4,status,smallint,CHECK
255,employeeid,integer,None
1560,vendorid,integer,None
5,shipmethodid,integer,None
2011-12-15 00:00:00,orderdate,timestamp without time zone,CHECK
2011-12-24 00:00:00,shipdate,timestamp without time zone,CHECK
13669.425,subtotal,numeric,CHECK
1093.554,taxamt,numeric,CHECK
341.7356,freight,numeric,CHECK
2011-12-24 00:00:00,modifieddate,timestamp without time zone,None
63,businessentityid,integer,PRIMARY KEY
149,addressid,integer,PRIMARY KEY
2,addresstypeid,integer,PRIMARY KEY
64363f9c-79a1-4bf7-b293-71cf4d8334af,rowguid,uuid,None
2014-09-12 11:15:06.967000,modifieddate,timestamp without time zone,None
344,productid,integer,PRIMARY KEY
1,productphotoid,integer,PRIMARY KEY
True,primary,boolean,None
2008-03-31 00:00:00,modifieddate,timestamp without time zone,None
IN,countryregioncode,character varying,PRIMARY KEY
INR,currencycode,character,PRIMARY KEY
2014-02-08 10:17:21.510000,modifieddate,timestamp without time zone,None
9,productmodelid,integer,PRIMARY KEY
LL Road Frame,name,character varying,None
,catalogdescription,xml,None
,instructions,xml,None
ddc67a2f-024a-4446-9b54-3c679baba708,rowguid,uuid,None
2011-05-01 00:00:00,modifieddate,timestamp without time zone,None
780,productid,integer,PRIMARY KEY
2013-05-30 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
,enddate,timestamp without time zone,CHECK
2319.99,listprice,numeric,CHECK
2013-05-09 00:00:00,modifieddate,timestamp without time zone,None
449,productid,integer,PRIMARY KEY
Lock Nut 1,name,character varying,None
LN-4400,productnumber,character varying,None
False,makeflag,boolean,None
False,finishedgoodsflag,boolean,None
,color,character varying,None
1000,safetystocklevel,smallint,CHECK
750,reorderpoint,smallint,CHECK
0,standardcost,numeric,CHECK
0,listprice,numeric,CHECK
,size,character varying,None
,sizeunitmeasurecode,character,None
,weightunitmeasurecode,character,None
,weight,numeric,CHECK
0,daystomanufacture,integer,CHECK
,productline,character,CHECK
,class,character,CHECK
,style,character,CHECK
,productsubcategoryid,integer,None
,productmodelid,integer,None
2008-04-30 00:00:00,sellstartdate,timestamp without time zone,CHECK
,sellenddate,timestamp without time zone,CHECK
,discontinueddate,timestamp without time zone,None
1dc29704-e0e0-4ef5-b581-4a524730c448,rowguid,uuid,None
2014-02-08 10:01:36.827000,modifieddate,timestamp without time zone,None
751,productid,integer,PRIMARY KEY
2011-05-31 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
2012-05-29 00:00:00,enddate,timestamp without time zone,CHECK
2171.2942,standardcost,numeric,CHECK
2012-05-29 00:00:00,modifieddate,timestamp without time zone,None
40,businessentityid,integer,PRIMARY KEY
92,addressid,integer,PRIMARY KEY
2,addresstypeid,integer,PRIMARY KEY
f306c391-0d6b-43ae-9629-e50f56c01ec1,rowguid,uuid,None
2014-09-12 11:15:06.967000,modifieddate,timestamp without time zone,None
43711,salesorderid,integer,PRIMARY KEY
8,revisionnumber,smallint,None
2011-06-03 00:00:00,orderdate,timestamp without time zone,CHECK
2011-06-15 00:00:00,duedate,timestamp without time zone,CHECK
2011-06-10 00:00:00,shipdate,timestamp without time zone,CHECK
5,status,smallint,CHECK
True,onlineorderflag,boolean,None
,purchaseordernumber,character varying,None
10-4030-027606,accountnumber,character varying,None
27606,customerid,integer,None
,salespersonid,integer,None
1,territoryid,integer,None
18404,billtoaddressid,integer,None
18404,shiptoaddressid,integer,None
1,shipmethodid,integer,None
3043,creditcardid,integer,None
430293Vi16007,creditcardapprovalcode,character varying,None
,currencyrateid,integer,None
3578.27,subtotal,numeric,CHECK
286.2616,taxamt,numeric,CHECK
89.4568,freight,numeric,CHECK
3953.9884,totaldue,numeric,None
,comment,character varying,None
c8651cc4-7bf4-4013-94b2-2ea9feaac442,rowguid,uuid,None
2011-06-10 00:00:00,modifieddate,timestamp without time zone,None
48,customerid,integer,PRIMARY KEY
,personid,integer,None
1352,storeid,integer,None
6,territoryid,integer,None
e656589a-198f-454f-b02f-9ce324457bdf,rowguid,uuid,None
2014-09-12 11:15:07.263000,modifieddate,timestamp without time zone,None
343,productid,integer,PRIMARY KEY
Flat Washer 2,name,character varying,None
FW-1400,productnumber,character varying,None
False,makeflag,boolean,None
False,finishedgoodsflag,boolean,None
,color,character varying,None
1000,safetystocklevel,smallint,CHECK
750,reorderpoint,smallint,CHECK
0,standardcost,numeric,CHECK
0,listprice,numeric,CHECK
,size,character varying,None
,sizeunitmeasurecode,character,None
,weightunitmeasurecode,character,None
,weight,numeric,CHECK
0,daystomanufacture,integer,CHECK
,productline,character,CHECK
,class,character,CHECK
,style,character,CHECK
,productsubcategoryid,integer,None
,productmodelid,integer,None
2008-04-30 00:00:00,sellstartdate,timestamp without time zone,CHECK
,sellenddate,timestamp without time zone,CHECK
,discontinueddate,timestamp without time zone,None
84a3473e-ae26-4a21-81b9-60bb418a79b2,rowguid,uuid,None
2014-02-08 10:01:36.827000,modifieddate,timestamp without time zone,None
77,addressid,integer,PRIMARY KEY
9693 Mellowood Street,addressline1,character varying,None
,addressline2,character varying,None
Duvall,city,character varying,None
79,stateprovinceid,integer,None
98019,postalcode,character varying,None
<memory at 0x000001E010C00040>,spatiallocation,bytea,None
c83b3a62-3561-4378-b307-540451ac23bd,rowguid,uuid,None
2008-02-20 00:00:00,modifieddate,timestamp without time zone,None
1628,businessentityid,integer,PRIMARY KEY
BICYCLE0001,accountnumber,character varying,None
Bicycle Specialists,name,character varying,None
1,creditrating,smallint,CHECK
True,preferredvendorstatus,boolean,None
True,activeflag,boolean,None
,purchasingwebserviceurl,character varying,None
2011-12-23 00:00:00,modifieddate,timestamp without time zone,None
334,businessentityid,integer,PRIMARY KEY
Global Plaza,name,character varying,None
279,salespersonid,integer,None
'<StoreSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey''><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>BM</BusinessType><YearOpened>1975</YearOpened><Specialty>Mountain</Specialty><SquareFeet>19000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>19</NumberEmployees></StoreSurvey>',demographics,xml,None
9a1e91d8-509b-4d96-bd77-7427c7f0c47b,rowguid,uuid,None
2014-09-12 11:15:07.497000,modifieddate,timestamp without time zone,None
1,specialofferid,integer,PRIMARY KEY
777,productid,integer,PRIMARY KEY
97a7183a-a0be-42fd-be18-209881576558,rowguid,uuid,None
2011-04-01 00:00:00,modifieddate,timestamp without time zone,None
63,businessentityid,integer,PRIMARY KEY
ztktzyHv7105/0m7irluoONmBw2ejfOsBxv0ldRYcmQ=,passwordhash,character varying,None
ZW4H7XI=,passwordsalt,character varying,None
6da3287b-06fb-4ce3-a09f-ed5be03a03ce,rowguid,uuid,None
2010-01-22 00:00:00,modifieddate,timestamp without time zone,None
154,businessentityid,integer,PRIMARY KEY
2008-12-23 00:00:00,ratechangedate,timestamp without time zone,PRIMARY KEY
14,rate,numeric,CHECK
1,payfrequency,smallint,CHECK
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
1634,businessentityid,integer,PRIMARY KEY
GMASKI0001,accountnumber,character varying,None
GMA Ski & Bike,name,character varying,None
1,creditrating,smallint,CHECK
True,preferredvendorstatus,boolean,None
True,activeflag,boolean,None
,purchasingwebserviceurl,character varying,None
2011-05-09 00:00:00,modifieddate,timestamp without time zone,None
54,workorderid,integer,PRIMARY KEY
733,productid,integer,None
46,orderqty,integer,CHECK
0,scrappedqty,smallint,CHECK
2011-06-03 00:00:00,startdate,timestamp without time zone,CHECK
2011-06-13 00:00:00,enddate,timestamp without time zone,CHECK
2011-06-14 00:00:00,duedate,timestamp without time zone,None
,scrapreasonid,smallint,None
2011-06-13 00:00:00,modifieddate,timestamp without time zone,None
GHC,currencycode,character,PRIMARY KEY
Cedi,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
HKD,currencycode,character,PRIMARY KEY
Hong Kong Dollar,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
66,currencyrateid,integer,PRIMARY KEY
2011-06-05 00:00:00,currencyratedate,timestamp without time zone,None
USD,fromcurrencycode,character,None
ARS,tocurrencycode,character,None
1,averagerate,numeric,None
0.9995,endofdayrate,numeric,None
2011-06-05 00:00:00,modifieddate,timestamp without time zone,None
1699,billofmaterialsid,integer,PRIMARY KEY
,productassemblyid,integer,CHECK
954,componentid,integer,CHECK
2010-06-19 00:00:00,startdate,timestamp without time zone,CHECK
,enddate,timestamp without time zone,CHECK
EA ,unitmeasurecode,character,None
0,bomlevel,smallint,CHECK
1.00,perassemblyqty,numeric,CHECK
2010-06-05 00:00:00,modifieddate,timestamp without time zone,None
108,addressid,integer,PRIMARY KEY
7842 Ygnacio Valley Road,addressline1,character varying,None
,addressline2,character varying,None
Seattle,city,character varying,None
79,stateprovinceid,integer,None
98104,postalcode,character varying,None
<memory at 0x000001E010C02EC0>,spatiallocation,bytea,None
6600064e-0b21-405d-85c4-6a5e1e41771d,rowguid,uuid,None
2008-12-10 00:00:00,modifieddate,timestamp without time zone,None
79,workorderid,integer,PRIMARY KEY
827,productid,integer,PRIMARY KEY
6,operationsequence,smallint,PRIMARY KEY
50,locationid,smallint,None
2011-06-03 00:00:00,scheduledstartdate,timestamp without time zone,CHECK
2011-06-14 00:00:00,scheduledenddate,timestamp without time zone,CHECK
2011-06-03 00:00:00,actualstartdate,timestamp without time zone,CHECK
2011-06-19 00:00:00,actualenddate,timestamp without time zone,CHECK
3.0000,actualresourcehrs,numeric,CHECK
36.75,plannedcost,numeric,CHECK
36.75,actualcost,numeric,CHECK
2011-06-19 00:00:00,modifieddate,timestamp without time zone,None
43703,salesorderid,integer,PRIMARY KEY
9,salesreasonid,integer,PRIMARY KEY
2011-06-01 00:00:00,modifieddate,timestamp without time zone,None
50,businessentityid,integer,PRIMARY KEY
153,addressid,integer,PRIMARY KEY
2,addresstypeid,integer,PRIMARY KEY
7f0acdd9-b2f2-4b03-bd77-44df601bc1dc,rowguid,uuid,None
2014-09-12 11:15:06.967000,modifieddate,timestamp without time zone,None
1,specialofferid,integer,PRIMARY KEY
864,productid,integer,PRIMARY KEY
cd77bdc6-2f5e-42b7-b08d-c54e42b85489,rowguid,uuid,None
2011-04-01 00:00:00,modifieddate,timestamp without time zone,None
143,customerid,integer,PRIMARY KEY
,personid,integer,None
520,storeid,integer,None
2,territoryid,integer,None
95e93efe-78e9-470c-b4a7-4dd6a5d0f14b,rowguid,uuid,None
2014-09-12 11:15:07.263000,modifieddate,timestamp without time zone,None
GP,countryregioncode,character varying,PRIMARY KEY
Guadeloupe,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
LU,countryregioncode,character varying,PRIMARY KEY
EUR,currencycode,character,PRIMARY KEY
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
532,businessentityid,integer,PRIMARY KEY
531,personid,integer,PRIMARY KEY
15,contacttypeid,integer,PRIMARY KEY
60885963-7955-4785-bf50-1f490a35ec4e,rowguid,uuid,None
2017-12-13 13:21:09.773000,modifieddate,timestamp without time zone,None
371,productid,integer,PRIMARY KEY
1,productphotoid,integer,PRIMARY KEY
True,primary,boolean,None
2008-03-31 00:00:00,modifieddate,timestamp without time zone,None
79,productphotoid,integer,PRIMARY KEY
<memory at 0x000001E01095FC40>,thumbnailphoto,bytea,None
hotrodbike_blue_small.gif,thumbnailphotofilename,character varying,None
<memory at 0x000001E01095F940>,largephoto,bytea,None
hotrodbike_blue_large.gif,largephotofilename,character varying,None
2012-10-19 09:56:38.273000,modifieddate,timestamp without time zone,None
107,businessentityid,integer,PRIMARY KEY
153-555-0166,phonenumber,character varying,PRIMARY KEY
1,phonenumbertypeid,integer,PRIMARY KEY
2010-02-01 00:00:00,modifieddate,timestamp without time zone,None
18,productmodelid,integer,PRIMARY KEY
1830,productdescriptionid,integer,PRIMARY KEY
he    ,cultureid,character,PRIMARY KEY
2013-04-30 00:00:00,modifieddate,timestamp without time zone,None
63,stateprovinceid,integer,PRIMARY KEY
QC ,stateprovincecode,character,None
CA,countryregioncode,character varying,None
False,isonlystateprovinceflag,boolean,None
Quebec,name,character varying,None
6,territoryid,integer,None
ff830158-3466-495f-bfcf-8a1b82a65355,rowguid,uuid,None
2014-02-08 10:17:21.587000,modifieddate,timestamp without time zone,None
87,creditcardid,integer,PRIMARY KEY
Vista,cardtype,character varying,None
11115536966870,cardnumber,character varying,None
8,expmonth,smallint,None
2007,expyear,smallint,None
2012-03-03 00:00:00,modifieddate,timestamp without time zone,None
105,businessentityid,integer,PRIMARY KEY
105,emailaddressid,integer,PRIMARY KEY
kevin2@adventure-works.com,emailaddress,character varying,None
f5c6bb98-0d1d-4add-9c0c-04b37d28468d,rowguid,uuid,None
2009-12-18 00:00:00,modifieddate,timestamp without time zone,None
151,creditcardid,integer,PRIMARY KEY
SuperiorCard,cardtype,character varying,None
33331897508563,cardnumber,character varying,None
12,expmonth,smallint,None
2007,expyear,smallint,None
2012-04-21 00:00:00,modifieddate,timestamp without time zone,None
KW,countryregioncode,character varying,PRIMARY KEY
Kuwait,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
1,specialofferid,integer,PRIMARY KEY
794,productid,integer,PRIMARY KEY
37b81b4e-a906-4cc7-b748-de511fbc0ead,rowguid,uuid,None
2011-04-01 00:00:00,modifieddate,timestamp without time zone,None
118,businessentityid,integer,PRIMARY KEY
7,departmentid,smallint,PRIMARY KEY
1,shiftid,smallint,PRIMARY KEY
2009-02-13,startdate,date,"CHECK, PRIMARY KEY"
,enddate,date,CHECK
2009-02-12 00:00:00,modifieddate,timestamp without time zone,None
156,businessentityid,integer,PRIMARY KEY
EM,persontype,character,CHECK
False,namestyle,boolean,None
,title,character varying,None
Lane,firstname,character varying,None
M,middlename,character varying,None
Sacksteder,lastname,character varying,None
,suffix,character varying,None
1,emailpromotion,integer,CHECK
,additionalcontactinfo,xml,None
'<IndividualSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey''><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>',demographics,xml,None
8591375e-8ed1-49c8-89f3-52aed00c77f1,rowguid,uuid,None
2009-01-04 00:00:00,modifieddate,timestamp without time zone,None
18,purchaseorderid,integer,PRIMARY KEY
37,purchaseorderdetailid,integer,PRIMARY KEY
